Feedback,Sentiment
"Awful event, service was slow, and food was cold.",negative
"I would never recommend this venue, it was disappointing.",negative
"Terrible experience, the food was awful.",negative
"Terrible experience, the food was awful.",negative
"Terrible experience, the food was awful.",negative
"The decorations were a mess, totally unprofessional.",negative
"I would never recommend this venue, it was disappointing.",negative
"The decorations were a mess, totally unprofessional.",negative
"Awful event, service was slow, and food was cold.",negative
"The decorations were a mess, totally unprofessional.",negative
"The decorations were a mess, totally unprofessional.",negative
"The event was chaotic, nothing went right.",negative
"The event was chaotic, nothing went right.",negative
"Terrible experience, the food was awful.",negative
"The decorations were a mess, totally unprofessional.",negative
"Awful event, service was slow, and food was cold.",negative
"Awful event, service was slow, and food was cold.",negative
"Awful event, service was slow, and food was cold.",negative
"I would never recommend this venue, it was disappointing.",negative
"Awful event, service was slow, and food was cold.",negative
"Terrible experience, the food was awful.",negative
"Terrible experience, the food was awful.",negative
"Terrible experience, the food was awful.",negative
"I would never recommend this venue, it was disappointing.",negative
"The event was chaotic, nothing went right.",negative
"Awful event, service was slow, and food was cold.",negative
"I would never recommend this venue, it was disappointing.",negative
"The event was chaotic, nothing went right.",negative
"I would never recommend this venue, it was disappointing.",negative
"The event was chaotic, nothing went right.",negative
"The event was chaotic, nothing went right.",negative
"I would never recommend this venue, it was disappointing.",negative
"I would never recommend this venue, it was disappointing.",negative
"The decorations were a mess, totally unprofessional.",negative
"I would never recommend this venue, it was disappointing.",negative
"Awful event, service was slow, and food was cold.",negative
"Awful event, service was slow, and food was cold.",negative
"The decorations were a mess, totally unprofessional.",negative
"I would never recommend this venue, it was disappointing.",negative
"Terrible experience, the food was awful.",negative
"Awful event, service was slow, and food was cold.",negative
"I would never recommend this venue, it was disappointing.",negative
"Awful event, service was slow, and food was cold.",negative
"Terrible experience, the food was awful.",negative
"Awful event, service was slow, and food was cold.",negative
"The decorations were a mess, totally unprofessional.",negative
"The decorations were a mess, totally unprofessional.",negative
"Awful event, service was slow, and food was cold.",negative
"I would never recommend this venue, it was disappointing.",negative
"The decorations were a mess, totally unprofessional.",negative
"I would never recommend this venue, it was disappointing.",negative
"The decorations were a mess, totally unprofessional.",negative
"The decorations were a mess, totally unprofessional.",negative
"I would never recommend this venue, it was disappointing.",negative
"Terrible experience, the food was awful.",negative
"Terrible experience, the food was awful.",negative
"The decorations were a mess, totally unprofessional.",negative
"Terrible experience, the food was awful.",negative
"Terrible experience, the food was awful.",negative
"The event was chaotic, nothing went right.",negative
"Terrible experience, the food was awful.",negative
"Awful event, service was slow, and food was cold.",negative
"Terrible experience, the food was awful.",negative
